CFSR,Station
0.041596143,0
1.318600262,2.1
0.000930495,0
0.040186892,0
0.455123874,1
0.426687314,4.6
2.621107469,5.9
0.000930495,0
1.354087131,0
7.356938142,0
0.041899316,0
5.766706399,2
0.77972732,0.8
0.000930495,0
0.604064745,4.6
0,2.3
0.418630004,19.7
0.007723108,0.7
0.381073548,6.5
1.176562386,0
0,0
2.321361891,0.8
1.75199244,0
0.088401857,3.3
0.689232921,0
2.134661785,20.2
0.044960937,0
0.113389554,3.9
0.025998033,0.5
1.177389231,16.1
0,0
1.470367826,6.3
0,0.4
0.039080803,3.3
0.865536935,9.1
0.151577673,3
0.150246896,15.3
0.307642706,0
2.571944646,0
0.9335885,0
0,0
2.803033251,5
0.56598501,0.4
0.079080104,0
2.211793759,7.2
0.270083771,0.4
1.164980012,0.4
0.054866217,0.9
0.123979163,0
2.033576016,3.3
0,2
2.999344947,0
1.214387156,0
0.083744661,0
0.114637035,0
0.500703287,21.3
0,5.2
0.207612125,2
0.005582976,0.2
11.16448837,16
0.009304952,0
0.359259833,9
0,1.1
0.013026942,3.1
3.698786898,14.2
0,2.2
5.865125732,13.2
0,0
3.888596857,0
0.031822945,0
0,0
0,2.5
0.374566012,9
0.411278942,0.9
2.229778376,9.4
0.402392489,0
0.628456669,2.5
0.162836638,0.5
0.043323877,0
4.549063452,10.1
0,0
1.838875999,0
0.70844011,7.8
0.068442427,3.4
0.53289479,0.2
1.758765163,0
0.060110019,0
0,8
0.013306084,0
3.915469902,28
0.024658134,0
0.608541502,8.3
0.008188351,2.4
0.111194298,0
0.525589526,18.2
0.190881769,0
3.783969389,12.4
0.018938881,0
4.17783727,0
0.302968332,0
0.274919876,6.3
0.003721984,2
0.351382907,6
3.917451016,1
1.928544983,5.7
2.24301484,0.2
0.150368079,0.9
0.101982284,4.5
0.003721984,0
4.629945318,0
0,0
2.962273422,0
1.106750413,0
0.100958698,0
0.721133832,0
17.41581745,0
0.092218132,0
0.055205382,12
0.095282643,15.1
0.002047089,8.7
0,0
2.356936977,10.2
0.116571828,5.8
0.606961622,2.6
0.024285927,14.6
0.143352124,0
0.416512476,7.3
0.003571903,3.8
0.867782402,0
0.431032516,0
0.890701795,0
0.002791485,0.5
0.351259474,11
1.579796309,2.1
11.92910886,3.7
6.243100542,0
0.000930495,0.4
0.094966337,0.4
0.828229619,0
2.213788332,4.6
0,3
6.516597721,0
0.576907401,0
0.129338825,0
0.097515979,0
0.191373654,0
0.005582972,20.4
0.002791487,2.5
0.051363342,16.5
0,1
0,0
1.71955559,8.1
0.198556308,3.7
0.011258993,9.3
0.813646588,12
0.092026039,9.1
0.110039207,0.5
0.002641405,5.7
0,0
0.003498661,0
1.889977658,0
0.019540405,4
2.660966292,5
15.69162689,6.9
3.841913333,4.1
0.209584732,0.1
0,18.8
0.155875892,0.2
0.339536939,6.7
1.424927978,0
0.008374459,6.5
0.868165447,2.1
0.045147638,10.1
0.856120518,7.3
0.027170466,0
0.115958326,0
0.194708803,0
0.048851006,1.2
0.007443958,8.3
0,0
0.02113125,0
0.042356167,5
2.021315224,0.4
0,4.5
2.850947837,13.9
0.048274106,12.3
0.75571859,0
0.123485742,1
0.05887027,0
0,0
0.453186983,0
0.021491455,0
5.908568272,5.1
12.63163607,10
3.402975404,1.6
0.083483439,3.1
0.36428902,12.9
0.206931504,0
0.011835902,0.7
1.147811844,0
0.203778451,5.2
0.054667794,0
0.109872887,1.3
1.502745847,0
0.18051311,4.4
1.441946798,0
0.843119406,5.3
0.111924381,0
0,3.3
0.045315138,0
0.012969903,0.4
1.569503581,5.1
0.572999601,0
0.078515193,0
5.1554551,4.7
0.557199059,18.5
0,1.2
0,0
0.011258993,0
0.005582974,0
0.006513467,0
0.013026942,0
0.981664148,0.9
9.485760182,7.4
0.207481942,4.1
0.061971024,0.9
1.598309706,0.5
0.266958105,3.2
0.279010496,14.4
2.503859159,0
0.062436247,5.5
0,0
0,7.8
0.02270409,0
2.294609551,4.5
1.547830733,0
0.044438652,0
0.00930495,5.5
0,0
0.134381981,0
0.036979724,1.6
0.234976496,13.2
1.02501176,0.5
0.046320072,0
5.535208262,2.7
1.410604142,4.7
0,0
0,0
0.021551473,2.3
0.081883585,0
0.211786168,0
1.935233795,0.4
0.004652477,0.3
10.20510945,5.2
3.482146481,3.1
0.029031454,0.5
7.203753899,0
0.926158367,10.5
0.008374455,9
0.361478775,4.1
0.498717615,20
0,8.4
0.029961963,0
0.016748922,0
0,0
0.272732773,0
0.014527728,0
0,15
0.02165053,0
11.88370351,0
0.013026932,3.8
1.491990397,16.2
2.024599762,5.8
0.178901816,1.6
0.345325526,4.1
4.138134749,1
0.077603295,0
0.640545805,0
0,11.1
0.042625703,0
2.097051818,14.4
0.32294322,2
0,1
3.960495306,5
8.646483602,0.6
0.013119989,0
1.606845724,0
6.650444115,35.1
0.019912605,0
0.093458937,0
3.662192702,11.8
0.143686248,0
0.333378011,6.8
0.681234155,0
0.077510283,0
0.126178186,0
0,0
0.035917126,0.5
0.972109508,0
14.35056495,0
0.385760139,5.1
1.853300724,13.2
1.530707447,7.2
0,0
0.53795354,1
2.773926162,4.2
0.334885326,0
0.071767082,0
0.27521042,12.5
0,0
2.617776656,9.7
1.625817762,3
0,0.4
3.023688849,4
11.07953973,3.2
0,0.3
1.134365584,0
7.847537817,14.8
0.218117092,0
0.033721157,0
0.38658019,9.9
0.565944475,1.3
0.678180376,10.2
1.36062581,23.7
0.49550602,0
0.05010748,0
0.02475118,0
0.331814648,0
0.432991494,0.4
1.693445293,0
0.963048735,1.8
1.769262555,11.2
1.87922306,1.5
0,0
1.426754907,0
11.59950221,9
0.150554198,0
0,0
2.169374901,12.5
0.011724247,0
1.655828057,0
1.01498486,0
0,3
2.129796549,0.9
6.586622083,3
0.203652443,0
0.331302935,0.3
4.874010156,18.5
0.004772539,0
0,0
1.551848954,4.3
1.413837763,0
1.824188857,0
0.139554522,0
0.238357696,3.3
2.574607338,0.5
0.233461384,0
2.811594942,0
0.53719889,0
3.88448714,5
10.62067315,1
0.22006148,0.7
0,10.8
15.38487239,0
0.631219552,0
0.002791487,0
0,0
0.392389254,11.7
0.028007926,0
0.592408049,0
0.274891706,9
0,0
0.679064859,0
1.88174113,5
0.050820657,4.8
0.792782151,1.9
2.62453276,1.5
0.096045894,0
0,0
3.610356861,0
0.390357905,9
5.780992182,10.5
0,3.2
0.029310634,0
4.850020578,9.2
0.004931623,0
13.7929098,3.8
2.116362256,10.7
0.400019749,8.7
10.00917024,5.2
0.206280502,16.9
0.037970211,3.1
29.08576646,0
4.805266039,0
0.617104435,0
0,2
0.107006979,8.4
0.025522595,1
2.605480022,7.2
0.817672367,10
0,0
0.704833247,10.2
0.357273026,3.4
0.003301756,3.1
0.681680926,0.2
0.856334999,20.4
2.125997883,2.1
0.043212292,0.6
1.076531792,7.9
0.585735572,0
1.095790961,0
0.017139124,3
0.15297358,0
0.680140074,1.9
0.029217555,0
9.83765207,9.1
11.76322884,4.8
0.012375591,6.8
5.636587167,5.2
0.194008241,6.5
0.311117986,0
21.57195729,0
3.086935747,0
0.704011925,8.2
0.032366225,8.3
0.101951057,5.1
0.010421548,2.1
4.73571465,15.9
4.655154431,8
0.116405053,6
1.363614856,3.1
0.51860883,5.6
0.092660559,5.9
1.200433303,0
1.588763972,16.3
2.242839436,0
0.219504064,0
1.338478155,25.7
0.447670693,0
0.201375837,6.4
0,0
0.625473037,0
0.748676532,4.3
0.048478808,0
0.506338042,11.2
17.7713236,0.8
2.196306767,5.2
6.392013038,11.4
0.625013613,0.8
0,0
8.503722958,4
5.471197867,2.1
0,11.3
3.005332906,18.4
0.241688682,10.1
0.304961856,4.1
0.485019351,10.7
14.12942518,4
0.08253498,2
0.74538352,0.9
0.2717977,2.2
0.024399985,2.7
0.918305523,0
1.821219914,2.8
2.217514088,0
0.59033366,0
4.923270032,26.7
0,0
1.179961401,0
0.018129654,4.5
2.639244488,0
0.005024677,0
0.00679262,0
1.682316718,8.2
4.389087855,6.1
8.151474089,2.7
1.433093433,10
0.59200707,0
0.016748912,0
8.0484679,9.2
1.239177018,2.2
0.036279711,10.6
4.604028896,18.4
0.151524235,18
0.051771573,0
0.854380718,18.5
26.46894199,10
0.024937275,0
0.022759606,4
1.387799173,2.3
4.726648909,10
0.17386311,0.4
1.789237045,5.2
3.925751008,33.5
0.212820738,2.5
2.713734635,24.8
0.137782444,0
0.952877806,4.1
0.012096445,0
0.452563702,5.3
0,0
0,0
0.667042528,6.6
5.468160282,1.3
5.53542579,0.7
1.23056907,8.2
0.890873265,0
0.049641896,0
4.640353193,4.1
0.051735546,1
0.600259496,6.1
1.742274987,8.7
0.506384105,19.3
0.275564619,0
0.421190275,15.7
5.636559442,18
0,1
0.01655081,5
0.711549383,0.2
31.91956862,21
0.00558297,0
1.999473847,2.6
4.669887569,20.5
0.17352823,4.1
5.626580433,0
0.099713144,13.5
0.155392822,0
0.083995259,0
0.575313818,1
0.070438522,0
0,0
0.369704054,0
1.366564155,0.3
4.390852267,0.1
0.293098125,4
2.195606574,0
0.276729333,1.2
2.132807143,0.1
1.666216714,0
0.38936968,6.4
2.258799801,1
0.189334159,8.4
0.348206416,0
0.920804467,7.6
10.81676788,20
0,3
0.272530954,0.9
0.222202295,0.3
33.31615352,11.4
0.235043135,0.5
0.613947931,15.4
2.601420467,0
7.332153358,7.7
4.538191438,1.3
0.211939761,0
0,0
0.070788445,2.1
0.058861328,0
0.276366093,0
0,0.3
0.035172772,0.4
0.415931387,0
0.506094825,0
0.960650243,0
0.602947251,0
6.979434773,3.6
1.448469511,0
0.592290179,0
0.254981513,5.6
1.642984212,0
0.002791485,2.3
0.407607417,2.3
0.237276271,11.2
4.567055176,6
0.058714315,1
0.038139791,0
1.375067682,0.1
2.611362851,21.7
0.272301926,0
0.748845177,0.4
0.364331316,0.8
5.543843122,1.6
3.474381765,13.1
0.041740216,0
0.24957691,0
0.048181651,4.1
1.133761392,4.3
0.101517082,0
0.043733291,36.3
0.416403028,1.2
0.530413624,0
0.118079908,0
4.800386866,1
0.663255214,0
8.917440249,4.3
0.57692928,0
3.674807834,0
0,2.4
0.372147324,0
0,0
0.009304948,2
0.346429416,7
2.291877277,5
0.605376471,0.2
5.839131543,4
4.398433191,3.6
0.599926474,8.1
0.139364835,0
0.467631397,5.3
0.43325508,0
2.751108311,5.3
2.81433818,6.2
0.06211807,13.7
0.102373092,0
2.077025221,5
2.759948709,8.3
0.157718945,0
0.688100075,10.9
0.05148401,0.8
1.232087954,0.9
0.107844451,0
4.722909038,6
0.933864146,0.5
8.461265196,1.2
0.409185587,0
5.243275723,14.7
0.164097342,10.4
4.458161587,0
0,2.1
0,0
0.653174687,1
0.740262512,6
0.368437776,0.5
0.916219105,1.5
9.620323499,8.5
0.552154729,3.1
0.00372198,1.3
0.000930495,0.3
0.443062935,0
5.089591073,0
0.184926601,0
0.05999715,0
0.17557418,0
3.524773326,3.1
14.1020096,9.2
0.163674054,0
2.000007816,15
2.009331135,11.9
3.04255108,2.1
0.005769069,0
0.521574946,12.1
0.036289348,0.4
9.237020209,0
0.415910327,0
1.990851186,7.6
0,14.1
1.458278555,0
0.000930495,5.6
0.001860992,0
4.925409863,12.3
0.175344487,10
0.17893425,0
0.443380946,0
11.08142303,3
7.06261667,4.1
0.000930495,0
0.00186099,0.1
0.61343708,0
0.379178401,0
0.295262473,0
0.253409236,0
2.093524729,0
0.005823099,0
7.591341171,2
0.250545218,0
2.978190238,0.6
2.354878377,10.3
0.88551593,5.3
0,0.3
3.459667443,10
0.012096447,0
24.79876627,0
0.628183476,1
0.393785616,0
0.042262474,7.3
0.082023146,0
0.01674892,3
0.020470898,0
2.397540476,15.6
1.521913783,8
0.830002667,6
0.041680965,2.3
1.787108708,5.2
1.699083466,1.4
0.424817547,0.2
0,0.2
1.762585319,0.6
0.085884792,0
10.71417297,14.6
0,0
1.659142213,0
0.001320703,6.1
0.615038724,8.5
0.343618734,0
2.535437487,0
0.04922321,0
0.635831533,2.7
0,2.3
0.796131935,7.3
0.149549067,0
9.233659443,2.3
1.064932829,7.4
1.128973038,0
0.048145679,1
0.812499923,5
0.260882379,0
0.000930495,0
8.990028865,36.9
10.31182328,5
3.249447432,4
6.993558018,15
5.776554234,9.4
0.219596942,0
0.080580967,0
0.041105379,0.7
2.494612065,0
0.06894969,0
10.10917665,23.5
0.000660351,0
0.634315495,0
0.117328238,8.2
0.548150578,0
0.288861822,0
1.891936469,0
0.059412142,0
1.89800432,0.3
0,4
2.824161219,13.1
2.982116441,0
5.099553383,3.1
9.790425677,18.1
0.405934227,0
0.004652479,0
10.20689198,3.2
3.60605452,0
0.005582976,0
7.777811212,11.9
8.342094429,9
13.02760185,10
16.13911638,10
5.527630523,6.8
0.604357073,2.3
0.031450732,0.4
0.097888252,1
1.790203829,0
0.155419469,1.8
8.61812757,7.6
0,0
0.890613194,0
0.187514626,0.3
0.174457219,0
0.849379664,1.4
2.598188407,6.1
0.610581897,0.9
1.372103393,0.4
0,8.2
0.046363263,6.2
0.650658308,0.3
1.059517115,0
12.60014049,17.1
0.16037084,0
0.000660351,0
7.75911346,3.5
5.16278469,0
0.213827894,0
3.839891788,17.3
9.618308235,4
1.191017613,3
3.117771663,20
5.143927283,0.8
7.78139503,1.4
0.023262387,0.8
0.787540675,0.6
2.083648343,0
0.00554575,3
3.209718943,19.6
0.121569005,0
1.798752998,16
0.050635732,0
0.155532243,0
0.431040138,0.2
0.550338064,1.1
2.026244585,4.4
2.760295151,0.9
0.172885943,8.4
3.17933714,11.1
0.627990036,2.3
0.596049627,0
7.698179522,21.3
0.614559884,2.3
0.028725318,0
0.058609792,4.2
3.854244467,0
0.296781456,0.1
0.961198274,8.2
0.032660371,4
0.920542107,8
18.09414138,16
1.715609768,2.5
12.12425585,1.7
0.453176504,0.3
2.56548987,3.6
1.168776683,0
0.009657942,0.1
8.915297988,3.4
0.023912521,0
4.181811851,2.1
0.026891315,0
0.103168629,0
1.209984003,0
0.00186099,0
6.869731583,5.8
0.958475054,0.3
0.670980699,3.5
11.93717489,13
1.198507865,3
0.061877915,3.6
8.098557585,14
0.846799951,2.2
0,0
0.002791485,4.4
1.744043712,0
0.386713714,0
0.454479176,6.1
0.086768631,3
0.768150284,2
9.717052371,18
2.534317059,5.4
12.83575472,0.2
0.13406396,0
4.83787844,1
0.746089488,5.1
0.057149211,7
11.93647442,22.9
0.185667444,4.6
2.533423683,17.4
0.363910676,2.3
0.262260214,2.2
0.794735445,0
0.004652475,0
2.625653484,0.3
0.048413393,0.5
1.283707082,1
4.744815738,9.1
1.168588371,1
2.780040853,12.5
4.847653612,7.4
10.50479593,8
0.004652475,0
0.342339779,0
0.940017538,0
2.47382379,6.3
0.054433964,10.7
1.040223573,1.5
1.612419569,0.4
16.53399108,22.9
8.668135617,2.5
0.009304954,2.3
0.006873661,0.8
6.951695568,12.8
0.142373082,0
0.122618326,1
0.699087611,0
0.051555436,2.4
0.868826405,0
0.255947829,17.7
0.424346956,4.5
4.238254825,5.3
0.00558297,0.5
1.571211432,1.5
0,0.1
1.87308941,0
2.131593583,13.1
0.068753448,0.1
6.789946782,19.7
2.793507117,0.2
10.2514724,0
0.041461085,0
2.933163998,0
2.605277144,0
8.319088125,2.4
1.880049627,16
6.734587203,0
0.366499368,0
6.311376097,10.4
10.76856209,3.4
1.36971218,5.2
0.010235454,0.7
3.124089254,8.8
0.018163264,0
0.382334458,1.2
0.901594143,1
0.215457698,0
0.354466115,0
0.020656981,0
0.144631446,2.6
3.452115349,0
0.363981595,0.1
3.938065887,0.2
0.222071411,0
1.699431855,0
5.069350217,11.5
0.014310415,0
1.14226523,13.6
4.641558778,10.6
4.857856636,0
1.651374658,0
0.461060437,0
2.274115513,0
11.83455852,0
2.151937894,14.9
23.67798478,0
0.102503351,0.5
3.986208473,8.6
1.733419081,6.4
0.181279185,6.2
0.029085475,0.7
1.729903094,7.8
0.529174066,0
0.024760189,1.1
0.231135029,0
0.062082159,0.3
0.498713112,0
0.109465309,0
0.023820688,0
1.102233744,9.7
3.89123637,0.3
1.615428474,3.6
1.243916344,0.3
0.785707572,0
9.82957288,10.3
0.009244923,0
3.970637182,6.3
14.11704615,21.6
3.294371822,3.4
14.77531488,1
0.099804957,0
0.422516904,0
15.98300154,0
1.828256266,0
13.00011889,0.5
0.482314407,0
4.367085527,3
2.491921789,3.2
1.657462205,3
0.011352039,0
1.032911352,1.9
1.80657097,0
0.107163364,1.5
0.054340992,0
0.09370986,0
0.574890606,0
0.069667049,0
0.472045182,0
0.016458362,1.9
1.399446836,12.7
1.924247443,9.7
5.228882397,2.1
0.291529593,0
1.867542174,2.1
0.014467701,2.5
0.771194687,17.6
6.487922983,14.1
5.414689829,1.1
14.30869701,7.3
0.111147751,0
0.011556155,0
13.41153426,5.1
4.326185143,0
4.432200735,1
3.253203329,6
8.144774507,0
6.714779785,10.3
17.5207673,0
1.070507069,0
0.374428351,12.6
2.09242691,0
2.361382749,1.2
0.399628529,2.3
1.272635888,0
10.79871158,0
0.132607574,8.4
0.938269014,0
4.331474907,20.4
0.086070777,1.5
0.080184071,8.6
5.98227351,14.1
0.30679225,0
2.475453092,1
0.081610477,15.7
1.505578794,9.2
14.50651413,9.5
3.65012923,8.2
4.682458134,15.2
0.023487509,0
0.965612396,0
1.682304497,9
1.26442615,0
0.52735777,8
1.637428319,2
6.311891481,5
4.436646247,8.6
14.00811466,5.8
6.643335635,11.3
0.357868477,2.8
1.173707389,0
0.138544978,3.8
2.686622667,0
0.398593807,5.5
2.467369583,3.5
0.516095588,5.4
1.607969475,0
2.49047163,35.7
0.00186099,0.3
5.498733963,6.3
1.826393298,17.4
2.120011762,0
2.487634402,2
0.568953052,19.3
0.361627826,1.6
3.696384208,15.9
4.352195648,17
8.190230606,10.1
0.103774255,0
0.363705518,0
5.249220579,0
0.121187143,0
1.399278093,6
0.196173948,0.2
3.457993245,15
5.021695905,3.9
18.69490697,30.8
6.701689095,2.3
4.29474467,0.8
0.182637609,0
